research_question,query_id,target_query,generated_query,bertscore_precision,bertscore_recall,bertscore_f1
How to protect the slag line from the electric arc's radiation in a ladle furnace?,2,magnesia carbon brick slag line composition antioxidant aluminum silicon,ladle furnace slag line protection refractory materials besides MgO-C bricks,0.8488298654556274,0.8822195529937744,0.8652026653289795
How to protect the slag line from the electric arc's radiation in a ladle furnace?,3,ladle furnace long arc submerged arc slag cover electrode,ladle furnace slag line arc radiation protection methods,0.9161087870597839,0.9205632209777832,0.9183305501937866
How to protect the slag line from the electric arc's radiation in a ladle furnace?,4,MgO saturation slag ladle refractory dolomite addition,ladle furnace slag line radiation protection patents shielding cover,0.8413434028625488,0.830350399017334,0.8358107805252075
How to protect the slag line from the electric arc's radiation in a ladle furnace?,5,"""slag splashing"" BOF magnesia coating refractory lining life",ladle furnace slag radiation shielding thermal diffusivity refractory bricks,0.8571065068244934,0.8702068328857422,0.8636069893836975
How to protect the slag line from the electric arc's radiation in a ladle furnace?,6,"""ladle furnace"" refractory ""slag line"" carbon content 15% 20% MgO-C brick",ladle furnace slag line arc radiation MgO-C brick thermal conductivity optimization,0.9069024324417114,0.8938586711883545,0.9003332853317261
How to protect the slag line from the electric arc's radiation in a ladle furnace?,7,"""ladle furnace"" arc radiation slag line refractory wear secondary steelmaking",ladle furnace slag line radiation protection refractory coating materials,0.9325296878814697,0.9143894910812378,0.9233704805374146
How to protect the slag line from the electric arc's radiation in a ladle furnace?,8,RHI Magnesita ladle slag line MgO-C brick ANKRAL,ladle furnace slag line radiation shielding refractory patent methods,0.8508565425872803,0.8397414088249207,0.8452624082565308
How to protect the slag line from the electric arc's radiation in a ladle furnace?,9,0: ladle slag basicity CaO SiO2 ratio MgO saturation refractory protection,ladle furnace slag line refractory cooling system design,0.8882258534431458,0.8260643482208252,0.85601806640625
How to protect the slag line from the electric arc's radiation in a ladle furnace?,10,"""resin bonded"" ""pitch bonded"" magnesia carbon brick comparison ladle",electric arc furnace slag foaming for ladle furnace radiation shielding,0.8308039903640747,0.8309711217880249,0.8308875560760498
How to protect the slag line from the electric arc's radiation in a ladle furnace?,11,"""foamy slag"" ladle furnace carbon injection long arc protection",resin bonded MgO-C brick arc radiation resistance mechanism,0.8495538234710693,0.8483191132545471,0.8489360809326172
How to protect the slag line from the electric arc's radiation in a ladle furnace?,12,"""ladle metallurgy"" arc impingement refractory damage electrode misalignment",ladle furnace slag line protection refractory materials beyond MgO-C bricks,0.8419971466064453,0.8521252274513245,0.8470309972763062
