research_question,query_id,target_query,generated_query,bertscore_precision,bertscore_recall,bertscore_f1
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,9,Post combustion heat transfer efficiency increases scrap melting CO2 to CO ratio bath surface distance trials,Basic oxygen furnace lance height 1.6 m Mach 2.0 top blowing slag fluidity,0.8376961946487427,0.8253746032714844,0.8314897418022156
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,10,BOF lance height range meters above bath converter typical operating,Basic oxygen furnace lance height 1.5 to 2.0 m optimal heat transfer efficiency,0.8515415191650391,0.8661637306213379,0.858790397644043
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,11,Skull formation BOF lance causes FeO slag basicity low temperature solid slag prevention MgO,Basic oxygen furnace lance height 1.5 to 2.0 m post combustion ratio,0.8355892896652222,0.8182289004325867,0.8268179893493652
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,12,Bottom stirring improves scrap melting carbon oxygen equilibrium reduces FeO BOF,BOF ladle slag basicity FeO ratio 2.5 3.5 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 1,0.7719358205795288,0.8359802961349487,0.802682638168335
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,13,Double flow post combustion lance tip life doubled scrap consumption increase trials,Basic oxygen furnace lance height range 1.6 to 2.0 m 0.08 to 0.15 m³/t argon bottom stirring,0.805904746055603,0.8408002853393555,0.8229827284812927
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,14,Lance height increase higher post combustion ratio FeO foamy slag PCR converter,BOF oxygen lance secondary flow percentage 3% 0.8 MPa 1.2 m pressure,0.834892749786377,0.8429350256919861,0.8388945460319519
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,15,Optimization swirl flow post-combustion oxygen lance parameters CFD 260-ton converter,post combustion lance oxygen flow rate 3% 1.8 m 0.5 swirl number,0.859842836856842,0.8699076175689697,0.8648459315299988
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,16,Variation Multiphase Flow Single-Flow Post-combustion Oxygen Lance BOF Steelmaking,Basic oxygen furnace lance height 1.8 m 3% secondary oxygen 0.5 swirl number,0.8239239454269409,0.8282210826873779,0.8260669112205505
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,17,Post-combustion oxygen secondary 3% total oxygen flow LD3 trials,Post-combustion lance oxygen flow rate 3% total 0.5 swirl number 2.0 converter,0.8890520334243774,0.9103178977966309,0.8995593190193176
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,18,LD3 post-combustion lance secondary oxygen 3% total oxygen flow rate trials,Post-combustion oxygen lance lance height 1.8 m 0.5 swirl number converter,0.8947534561157227,0.8898558020591736,0.8922978639602661
How to protect the slag line from the electric arc's radiation in a ladle furnace?,1,foamy slag practice EAF arc shielding refractory protection,"FeO"" content ""basicity"" ladle slag",0.8083934187889099,0.8356726765632629,0.8218067288398743
How to protect the slag line from the electric arc's radiation in a ladle furnace?,2,magnesia carbon brick slag line composition antioxidant aluminum silicon,ladle furnace slag line protection MgO-C bricks carbon injection,0.859749972820282,0.8925307393074036,0.8758337497711182
How to protect the slag line from the electric arc's radiation in a ladle furnace?,3,ladle furnace long arc submerged arc slag cover electrode,magnesia carbon brick slag line temperature resistance,0.8682430386543274,0.850792646408081,0.8594292998313904
How to protect the slag line from the electric arc's radiation in a ladle furnace?,4,MgO saturation slag ladle refractory dolomite addition,ladle furnace slag line refractory MgO-C carbon content,0.8917821645736694,0.8880442380905151,0.8899092674255371
How to protect the slag line from the electric arc's radiation in a ladle furnace?,5,"""slag splashing"" BOF magnesia coating refractory lining life",ladle slag line refractory MgO-C carbon burnout radiation,0.8681907653808594,0.8792911767959595,0.8737057447433472
How to protect the slag line from the electric arc's radiation in a ladle furnace?,6,"""ladle furnace"" refractory ""slag line"" carbon content 15% 20% MgO-C brick",ladle furnace slag splashing magnesium oxide carbon refractory,0.8997192978858948,0.8675167560577393,0.8833246827125549
How to protect the slag line from the electric arc's radiation in a ladle furnace?,7,"""ladle furnace"" arc radiation slag line refractory wear secondary steelmaking",ladle slag line refractory MgO-C carbon 15% 20% Al2O3 SiO2,0.8175481557846069,0.8781636953353882,0.8467725515365601
How to protect the slag line from the electric arc's radiation in a ladle furnace?,8,RHI Magnesita ladle slag line MgO-C brick ANKRAL,"ladle furnace"" refractory ""slag line"" MgO saturation basicity CaO/SiO2",0.8448439836502075,0.8610841035842896,0.8528867363929749
How to protect the slag line from the electric arc's radiation in a ladle furnace?,9,0: ladle slag basicity CaO SiO2 ratio MgO saturation refractory protection,RHI Magnesita ANKRAL MgO-C brick slag line carbon 15% 20%,0.848787784576416,0.8503614068031311,0.8495739102363586
How to protect the slag line from the electric arc's radiation in a ladle furnace?,10,"""resin bonded"" ""pitch bonded"" magnesia carbon brick comparison ladle","ladle furnace"" slag line MgO saturation CaO/SiO2 ratio",0.7830159664154053,0.8153359889984131,0.7988492250442505
How to protect the slag line from the electric arc's radiation in a ladle furnace?,11,"""foamy slag"" ladle furnace carbon injection long arc protection","ladle furnace"" arc radiation MgO-C brick slag line carbon content",0.8539201021194458,0.8588906526565552,0.8563981652259827
How to protect the slag line from the electric arc's radiation in a ladle furnace?,12,"""ladle metallurgy"" arc impingement refractory damage electrode misalignment","ladle furnace"" refractory ""slag line"" carbon content 15% 20% MgO-C brick",0.8336020708084106,0.8558010458946228,0.8445557355880737
