research_question,query_id,target_query,generated_query,bertscore_precision,bertscore_recall,bertscore_f1
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,1,BOF skull formation lance height prevention,Basic Oxygen Furnace BOF high scrap ratio lance configuration operational parameters skull formation minimization post-combustion efficiency,0.8393505811691284,0.8709128499031067,0.8548404574394226
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,2,Basic oxygen furnace high scrap ratio post combustion efficiency,BOF high scrap ratio post-combustion efficiency lance tip design oxygen flow rate,0.8979488611221313,0.9209612011909485,0.909309446811676
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,3,BOF oxygen lance Mach number 2.0 supersonic nozzle Laval design,BOF lance tip design oxygen flow rate high scrap charge skull prevention,0.8764978051185608,0.8830110430717468,0.8797423839569092
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,4,BOF bottom stirring argon flow rate combined blowing converter,BOF lance nozzle angle impact skull formation high scrap charge,0.8573563694953918,0.8593982458114624,0.8583760857582092
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,5,Post combustion ratio scrap melting heat balance BOF increase scrap,BOF lance tip design supersonic jet penetration depth scrap melting rate,0.8460186719894409,0.87201988697052,0.8588225245475769
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,6,BOF lance height blow start end soft hard blow slag formation mm,BOF high scrap ratio lance tip nozzle geometry impact skull formation post combustion,0.8684514760971069,0.8736715912818909,0.8710536956787109
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,7,Post combustion efficiency heat transfer efficiency BOF percent CO2 CO optimal lance distance,BOF high scrap ratio lance tip nozzle diameter jet penetration scrap melting rate,0.8556284308433533,0.8545950055122375,0.8551114201545715
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,8,BOF specific oxygen blowing rate 2.5 to 4 Nm3 per ton per minute decarburization,BOF high scrap ratio lance tip nozzle geometry jet penetration bath mixing skull prevention,0.8376802802085876,0.813531219959259,0.8254291415214539
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,9,Post combustion heat transfer efficiency increases scrap melting CO2 to CO ratio bath surface distance trials,BOF high scrap ratio lance tip design nozzle number angle arrangement skull prevention post combustion,0.8449928164482117,0.8249075412750244,0.8348293900489807
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,10,BOF lance height range meters above bath converter typical operating,BOF high scrap ratio lance configuration dynamic blow pattern soft blow hard blow transition timing skull prevention,0.8417446613311768,0.8582424521446228,0.849913477897644
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,11,Skull formation BOF lance causes FeO slag basicity low temperature solid slag prevention MgO,BOF lance nozzle configuration jet penetration bath depth scrap melting post combustion efficiency,0.848560094833374,0.828827977180481,0.8385779857635498
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,12,Bottom stirring improves scrap melting carbon oxygen equilibrium reduces FeO BOF,BOF lance nozzle configuration number holes angle spacing high scrap ratio skull prevention post combustion efficiency,0.8182125687599182,0.8303998112678528,0.8242611289024353
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,13,Double flow post combustion lance tip life doubled scrap consumption increase trials,BOF lance nozzle design number holes angle spacing high scrap ratio skull prevention post combustion efficiency,0.8525844216346741,0.871544361114502,0.8619601130485535
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,14,Lance height increase higher post combustion ratio FeO foamy slag PCR converter,BOF lance nozzle configuration jet penetration depth scrap melting efficiency high scrap ratio trials,0.8592689037322998,0.8536979556083679,0.8564743399620056
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,15,Optimization swirl flow post-combustion oxygen lance parameters CFD 260-ton converter,BOF high scrap ratio lance configuration optimization scrap melting rate post combustion zone heat recovery,0.8663425445556641,0.8728276491165161,0.8695729970932007
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,16,Variation Multiphase Flow Single-Flow Post-combustion Oxygen Lance BOF Steelmaking,BOF high scrap ratio lance configuration dynamic blowing pattern soft blow hard blow transition scrap melting rate,0.8314688205718994,0.8408200740814209,0.8361183404922485
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,17,Post-combustion oxygen secondary 3% total oxygen flow LD3 trials,Effect of lance tip wear on skull formation and post-combustion efficiency in high scrap ratio BOF operations,0.8542264699935913,0.8610852956771851,0.8576421737670898
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,18,LD3 post-combustion lance secondary oxygen 3% total oxygen flow rate trials,Effect of lance tip wear on post-combustion efficiency and skull formation in high scrap ratio BOF operations,0.8654296398162842,0.8711594343185425,0.868285059928894
