research_question,query_id,target_query,generated_query,bertscore_precision,bertscore_recall,bertscore_f1
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,9,Post combustion heat transfer efficiency increases scrap melting CO2 to CO ratio bath surface distance trials,BOF lance height dynamic adjustment strategy scrap ratio 25% blow start 1.2 m end 2.0 m skull reduction,0.8344298601150513,0.8250112533569336,0.8296938538551331
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,10,BOF lance height range meters above bath converter typical operating,lance swirl angle 15 degrees skull reduction post combustion BOF high scrap ratio trials,0.847865879535675,0.8474006056785583,0.8476331830024719
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,11,Skull formation BOF lance causes FeO slag basicity low temperature solid slag prevention MgO,lance nozzle angle degrees Laval design skull prevention high scrap BOF trials,0.8376294374465942,0.8146691918373108,0.8259897232055664
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,12,Bottom stirring improves scrap melting carbon oxygen equilibrium reduces FeO BOF,lance nozzle configuration multi-hole design angle spacing BOF high scrap ratio skull reduction post-combustion efficiency,0.8418669104576111,0.8300933241844177,0.8359386920928955
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,13,Double flow post combustion lance tip life doubled scrap consumption increase trials,BOF lance nozzle configuration multi-hole design angle spacing high scrap ratio post-combustion efficiency,0.8749364614486694,0.878002941608429,0.8764669895172119
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,14,Lance height increase higher post combustion ratio FeO foamy slag PCR converter,CFD simulation post-combustion lance swirl number 0.5 secondary oxygen 3% BOF scrap melting,0.8672991394996643,0.8513782024383545,0.8592649102210999
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,15,Optimization swirl flow post-combustion oxygen lance parameters CFD 260-ton converter,Swirl number 0.5 secondary oxygen 3% BOF lance tip temperature skull reduction plant trials,0.8467704653739929,0.846066951751709,0.846418559551239
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,16,Variation Multiphase Flow Single-Flow Post-combustion Oxygen Lance BOF Steelmaking,Swirl number 0.5 secondary oxygen 3% lance tip design BOF trials scrap ratio 30%,0.8328331708908081,0.8479588031768799,0.8403279185295105
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,17,Post-combustion oxygen secondary 3% total oxygen flow LD3 trials,Swirl number 0.5 secondary oxygen 3% lance height 1.8 m scrap rate 27% plant trials BOF,0.8462238311767578,0.8712784051895142,0.8585683107376099
What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?,18,LD3 post-combustion lance secondary oxygen 3% total oxygen flow rate trials,secondary oxygen lance swirl number 0.5 skull reduction 260-ton BOF plant trials,0.878554105758667,0.8768917918205261,0.8777221441268921
How to protect the slag line from the electric arc's radiation in a ladle furnace?,1,foamy slag practice EAF arc shielding refractory protection,foamy slag practice electric arc furnace radiation shielding ladle furnace,0.8991476893424988,0.8958101868629456,0.8974758386611938
How to protect the slag line from the electric arc's radiation in a ladle furnace?,2,magnesia carbon brick slag line composition antioxidant aluminum silicon,ladle furnace slag foaming carbon injection MgO-C refractory temperature control,0.8439152836799622,0.8691411018371582,0.8563424944877625
How to protect the slag line from the electric arc's radiation in a ladle furnace?,3,ladle furnace long arc submerged arc slag cover electrode,ladle furnace slag line arc radiation protection refractory coating application,0.8945735692977905,0.922295868396759,0.9082232117652893
How to protect the slag line from the electric arc's radiation in a ladle furnace?,4,MgO saturation slag ladle refractory dolomite addition,water-cooled panels ladle furnace slag line arc radiation protection refractory,0.8820076584815979,0.8590642213821411,0.8703847527503967
How to protect the slag line from the electric arc's radiation in a ladle furnace?,5,"""slag splashing"" BOF magnesia coating refractory lining life",ladle furnace slag radiation reflectivity thermal diffusivity refractory brick composition,0.8382749557495117,0.8546909093856812,0.8464033603668213
How to protect the slag line from the electric arc's radiation in a ladle furnace?,6,"""ladle furnace"" refractory ""slag line"" carbon content 15% 20% MgO-C brick",ladle furnace arc radiation slag line refractory thermal conductivity MgO-C brick microstructure,0.9089335203170776,0.9087359309196472,0.9088347554206848
How to protect the slag line from the electric arc's radiation in a ladle furnace?,7,"""ladle furnace"" arc radiation slag line refractory wear secondary steelmaking",ladle furnace slag line arc radiation protection refractory coating thickness application,0.9229787588119507,0.919437825679779,0.9212049245834351
How to protect the slag line from the electric arc's radiation in a ladle furnace?,8,RHI Magnesita ladle slag line MgO-C brick ANKRAL,ladle furnace electrode positioning arc radiation shielding refractory slag line patent,0.846556544303894,0.8345788717269897,0.8405250906944275
How to protect the slag line from the electric arc's radiation in a ladle furnace?,9,0: ladle slag basicity CaO SiO2 ratio MgO saturation refractory protection,ladle furnace slag line refractory thermal shock resistance arc radiation MgO-C brick microstructure,0.877203106880188,0.8750106692314148,0.876105546951294
How to protect the slag line from the electric arc's radiation in a ladle furnace?,10,"""resin bonded"" ""pitch bonded"" magnesia carbon brick comparison ladle",ladle furnace arc radiation shielding refractory coating MgO-C brick thermal barrier,0.8239660859107971,0.8314667344093323,0.8276994228363037
How to protect the slag line from the electric arc's radiation in a ladle furnace?,11,"""foamy slag"" ladle furnace carbon injection long arc protection",ladle furnace arc radiation refractory degradation resin bonded MgO-C brick temperature profile,0.8374648690223694,0.8539184927940369,0.8456116914749146
How to protect the slag line from the electric arc's radiation in a ladle furnace?,12,"""ladle metallurgy"" arc impingement refractory damage electrode misalignment",ladle furnace foamy slag carbon injection rate kg/min CO gas generation foam height,0.8369401097297668,0.8462784290313721,0.8415834307670593
